id,description,slug,published,title,category,category_title,image_front,occasion,recipient,tone,keywords
271,"<p>Strong, stylish, and unstoppable just like her. These vouchers are more than a gift; they're a statement of love, respect, and appreciation. Whether it's for the boss lady, the everyday hero or the one who makes life beautiful, this is the perfect way to say, `You deserve it all!</p>",for-her-light_pink,1,For Her,For Her,"From pampering to power moves, she'll love this pick.",https://thyaga0323.sirv.com/Images/voucher-products/iwd-2022/for-her-03-front.png,"general, women's day","woman, female, girl","empowering, warm","for her, women, girl, appreciation, strong, stylish, empowerment"
272,"<p>Strong, stylish, and unstoppable just like her. These vouchers are more than a gift; they're a statement of love, respect, and appreciation. Whether it's for the boss lady, the everyday hero or the one who makes life beautiful, this is the perfect way to say, `You deserve it all!</p>",for-her-red,1,For Her,For Her,"From pampering to power moves, she'll love this pick.",https://thyaga0323.sirv.com/Images/voucher-products/iwd-2022/for-her-02-front.png,"general, women's day","woman, female, girl","empowering, warm","for her, women, girl, appreciation, strong, stylish, red"
441,"<p>Thyaga multi-store gift voucher is the perfect gift for any occasion!</p>
<p>This Pride Month, embrace the freedom of choice with Thyaga.
Let those who inspire you, celebrate their uniqueness. With a diverse selection of over 140 merchants spanning 20 categories, Thyaga offers the perfect gift tailored to their individuality.
Show your appreciation with a Thyaga voucher, allowing them to choose what resonates with their authentic selves.</p>",pride,1,Pride Gift Card,Pride Month,,https://thyaga0323.sirv.com/Images/voucher-products/pride/front-01.png,pride month,"gay. Lgbtq, anyone","celebratory, inclusive","pride, lgbtq, pride month, diversity, inclusion, rainbow, celebrate"
452,"<p>Celebrate the arrival of the newest bundle of joy with Thyaga Voucher! Our specially curated collection for newborns offers the perfect gift for the growing family. </br>
Whether it's baby gear or self-care indulgences for tired parents, our vouchers ensure everyone feels appreciated and cared for during this special time. Find the perfect gift to cherish these precious moments together!
Welcome the little one with love and happiness - explore our collection today!</p>",new-born-girl,1,New Born Gift Card,New Born,,https://thyaga0323.sirv.com/Images/voucher-products/newborn/front-02.png,new born,"parents, family, baby girl","warm, celebratory","newborn, baby girl, new baby, baby shower, parents, new arrival, girl"
453,"<p>Celebrate the arrival of the newest bundle of joy with Thyaga Voucher! Our specially curated collection for newborns offers the perfect gift for the growing family. </br>
Whether it's baby gear or self-care indulgences for tired parents, our vouchers ensure everyone feels appreciated and cared for during this special time. Find the perfect gift to cherish these precious moments together!
Welcome the little one with love and happiness - explore our collection today!</p>",new-born-boy,1,New Born Gift Card,New Born,,https://thyaga0323.sirv.com/Images/voucher-products/newborn/front-03.png,new born,"parents, family, baby boy","warm, celebratory","newborn, baby boy, new baby, baby shower, parents, new arrival, boy"
480,"<p>Say it your way with love, laughter and a touch of charm! These romantic vouchers are the sweetest way to turn feelings into unforgettable surprises!</p>
",oya-mage,1,Lovebird Gift Card,Lovebirds,,https://thyaga0323.sirv.com/Images/voucher-products/valentines/14-front.png,"anniversary, date night, just because, surprise, valentine's day","partner, girlfriend, boyfriend, spouse, crush, situationship","romantic, funny, playful","love, oya mage, sinhala, sri lankan, funny, couple, lovebirds"
483,"<p>Say it your way with love, laughter and a touch of charm! These romantic vouchers are the sweetest way to turn feelings into unforgettable surprises!</p>
",kiss,1,Lovebird Gift Card,Lovebirds,,https://thyaga0323.sirv.com/Images/voucher-products/valentines/17-front.png,"anniversary, date night, just because, surprise, valentine's day","partner, girlfriend, boyfriend, spouse, crush, situationship","romantic, playful","love, kiss, romantic, lovebirds, sweet, couple"
484,"<p>Say it your way with love, laughter and a touch of charm! These romantic vouchers are the sweetest way to turn feelings into unforgettable surprises!</p>
",haa-patiya,1,Lovebird Gift Card,Lovebirds,,https://thyaga0323.sirv.com/Images/voucher-products/valentines/18-front.png,"anniversary, date night, just because, surprise, valentine's day","partner, girlfriend, boyfriend, spouse, crush, situationship","romantic, flirty, playful, funny, humorous","love, haa patiya, sinhala, sri lankan, funny, lovebirds, humor"
488,"<p>Strong, stylish, and unstoppable just like her. These vouchers are more than a gift; they're a statement of love, respect, and appreciation. Whether it's for the boss lady, the everyday hero or the one who makes life beautiful, this is the perfect way to say, `You deserve it all!</p>",for-her-power,1,For Her,For Her,"From pampering to power moves, she'll love this pick.",https://thyaga0323.sirv.com/Images/voucher-products/womensday/front-01.png,Women's day,"woman, female, girl","empowering, bold","for her, women, girl, boss lady, power, strong, appreciation"
492,"<p>Celebrate with Choice! This Avurudu, give the gift of options! Our colorful voucher is the key to a celebration filled with choices - shopping, dining, and beyond. It's a fun, flexible way to ensure everyone finds their perfect piece of the festival joy.</p>
",avurudu-red-2025,1,Sinhala & Tamil Avurudu Gift Card,Avurudu1,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-red-25-front.png,Sinhala and Tamil New Year,anyone,"fun, festive","avurudu, sinhala new year, tamil new year, sri lankan, festive, celebrate, red"
493,"<p>Celebrate with Choice! This Avurudu, give the gift of options! Our colorful voucher is the key to a celebration filled with choices - shopping, dining, and beyond. It's a fun, flexible way to ensure everyone finds their perfect piece of the festival joy.</p>
",avurudu-green-2025,1,Sinhala & Tamil Avurudu Gift Card,Avurudu1,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-green-25-front.png,Sinhala and Tamil New Year,anyone,"fun, festive","avurudu, sinhala new year, tamil new year, sri lankan, festive, celebrate, green"
494,"<p>Celebrate with Choice! This Avurudu, give the gift of options! Our colorful voucher is the key to a celebration filled with choices - shopping, dining, and beyond. It's a fun, flexible way to ensure everyone finds their perfect piece of the festival joy.</p>
",avurudu-couple-2025,1,Sinhala & Tamil Avurudu Gift Card,Avurudu1,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-orange-25-front.png,Sinhala and Tamil New Year,anyone,"fun, festive","avurudu, sinhala new year, couple, sri lankan, festive, celebrate"
495,"<p>Celebrate with Choice! This Avurudu, give the gift of options! Our colorful voucher is the key to a celebration filled with choices - shopping, dining, and beyond. It's a fun, flexible way to ensure everyone finds their perfect piece of the festival joy.</p>
",avurudu-family-2025,1,Sinhala & Tamil Avurudu Gift Card,Avurudu1,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-family-25-front.png,Sinhala and Tamil New Year,anyone,"fun, festive","avurudu, sinhala new year, family, sri lankan, festive, celebrate"
496,"<p>This Avurudu, get a taste of something different with this sweet Voucher! Designed to add a dash of cheeky charm and cool vibes to your celebrations, it's the perfect way to sprinkle your festivities with a little extra sweetness and a lot of fun. It's not just a gift, it's a gateway to joyful experiences and festive cheer that everyone will remember!</p>
",avurudu-askme-2025,1,Sinhala & Tamil Avurudu Gift Card,Avurudu2,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-askme-25-front.png,Sinhala and Tamil New Year,anyone,"playful, festive","avurudu, cheeky, fun, sri lankan, festive, sweet, cool vibes, funny"
497,"<p>This Avurudu, get a taste of something different with this sweet Voucher! Designed to add a dash of cheeky charm and cool vibes to your celebrations, it's the perfect way to sprinkle your festivities with a little extra sweetness and a lot of fun. It's not just a gift, it's a gateway to joyful experiences and festive cheer that everyone will remember!</p>
",avurudu-kokiss-2025,1,Sinhala & Tamil Avurudu Gift Card,Avurudu2,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-kokiss-25-front.png,Sinhala and Tamil New Year,anyone,"playful, festive","avurudu, kokiss, fun, sri lankan, festive, sweet, playful"
498,"<p>This Avurudu, spice up the tradition of Gane Denu with our exclusive Thyaga Voucher! Perfect for hitting that auspicious moment with flair. From thrilling shopping sprees to sweet delights, gift a slice of excitement that packs more punch than its face value. Dive into a New Year where every choice brims with spirit and prosperity.</p>
",avurudu-betel-2025,1,Sinhala & Tamil Avurudu Gift Card,Avurudu2,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-betel-25-front.png,Sinhala and Tamil New Year,anyone,"traditional, festive","avurudu, gane denu, betel, traditional, auspicious, sri lankan new year"
500,"<p>This Avurudu, get a taste of something different with this sweet Voucher! Designed to add a dash of cheeky charm and cool vibes to your celebrations, it's the perfect way to sprinkle your festivities with a little extra sweetness and a lot of fun. It's not just a gift, it's a gateway to joyful experiences and festive cheer that everyone will remember!</p>
",avurudu-aliya-2025,1,Sinhala & Tamil Avurudu Gift Card,Avurudu2,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-aiya-25-front.png,Sinhala and Tamil New Year,anyone,"playful, festive","avurudu, aliya, elephant, fun, sri lankan, festive, playful"
501,"<p>This Avurudu, get a taste of something different with this sweet Voucher! Designed to add a dash of cheeky charm and cool vibes to your celebrations, it's the perfect way to sprinkle your festivities with a little extra sweetness and a lot of fun. It's not just a gift, it's a gateway to joyful experiences and festive cheer that everyone will remember!</p>
",avurudu-kukula-2025,1,Sinhala & Tamil Avurudu Gift Card,Avurudu2,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-kukula-25-front.png,Sinhala and Tamil New Year,anyone,"playful, festive","avurudu, kukula, fun, sri lankan, festive, playful, cheeky, funny"
502,"<p>This Avurudu, get a taste of something different with this sweet Voucher! Designed to add a dash of cheeky charm and cool vibes to your celebrations, it's the perfect way to sprinkle your festivities with a little extra sweetness and a lot of fun. It's not just a gift, it's a gateway to joyful experiences and festive cheer that everyone will remember!</p>
",avurudu-banis-2025,1,Sinhala & Tamil Avurudu Gift Card,Avurudu2,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/avurudu-banis-25-front.png,Sinhala and Tamil New Year,anyone,"playful, festive","avurudu, banis, fun, sri lankan, festive, sweet, playful, funny"
504,"<p>This Avurudu, get a taste of something different with this sweet Voucher! Designed to add a dash of cheeky charm and cool vibes to your celebrations, it's the perfect way to sprinkle your festivities with a little extra sweetness and a lot of fun. It's not just a gift, it's a gateway to joyful experiences and festive cheer that everyone will remember!</p>
",avurudu-malla-2025,1,Sinhala & Tamil Avurudu Gift Card,Avurudu2,,https://thyaga0323.sirv.com/Images/voucher-products/avurudu/malla-front.png,Sinhala and Tamil New Year,anyone,"playful, festive","avurudu, malla, fun, sri lankan, festive, playful, cheeky"
509,"<p>Get ready to sprinkle some birthday magic!<br>
Birthdays are all about love, laughter, and making wishes come true. With a Thyaga Voucher you're not just giving a gift - you're giving them the power to pick their own special surprise!<br>
Add a dash of personal touch with a heartfelt message before you send it off. </p>
",birthday-cheese,1,Birthday Gift Card,Birthday,"Birthdays made better with gifts they actually want, finally.",https://thyaga0323.sirv.com/Images/voucher-products/birthday/06-front.png,Birthday,anyone,"fun, upbeat","birthday, surprise, celebrate, birthday magic, birthday gift, cheese"
510,"<p>Express your gratitude with Thyaga Voucher! Saying thank you has never been easier with the gift of choice. </br>
Whether it's for a kind gesture, a helping hand, or simply being there, our vouchers offer a world of possibilities to show your appreciation. 
Let them choose their own reward, from indulgent treats to unforgettable experiences. With Thyaga Voucher, you can say thank you in the most meaningful way possible. </p>

",rock,1,Thank You Gift Card,Thank you,"A small card that says big, heartfelt thanks, stylishly.",https://thyaga0323.sirv.com/Images/voucher-products/thank-you/05-front.png,thank you,anyone,"warm, upbeat","thank you, rock, gratitude, appreciation, you rock, thankful"
511,"<p>Express your gratitude with Thyaga Voucher! Saying thank you has never been easier with the gift of choice. </br>
Whether it's for a kind gesture, a helping hand, or simply being there, our vouchers offer a world of possibilities to show your appreciation. 
Let them choose their own reward, from indulgent treats to unforgettable experiences. With Thyaga Voucher, you can say thank you in the most meaningful way possible. </p>

",legend,1,Thank You Gift Card,Thank you,"A small card that says big, heartfelt thanks, stylishly.",https://thyaga0323.sirv.com/Images/voucher-products/thank-you/06-front.png,thank you,anyone,"warm, upbeat","thank you, legend, gratitude, appreciation, legendary, thankful"
512,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-wedded,1,Wedding Gift Card,Weddings,Celebrate their forever with a gift that keeps giving.,https://thyaga0323.sirv.com/Images/voucher-products/wedding/08-front.png,wedding,"couple, newlyweds","warm, romantic","wedding, marriage, newlyweds, wedded, love, couple, celebration"
513,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-lobster,1,Wedding Gift Card,Weddings,Celebrate their forever with a gift that keeps giving.,https://thyaga0323.sirv.com/Images/voucher-products/wedding/09-front.png,wedding,"couple, newlyweds","funny, playful","wedding, marriage, lobster, funny, friends reference, quirky, couple"
514,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-stamina,1,Wedding Gift Card,Weddings,Celebrate their forever with a gift that keeps giving.,https://thyaga0323.sirv.com/Images/voucher-products/wedding/10-front.png,wedding,"couple, newlyweds","funny, naughty, playful","wedding, marriage, stamina, funny, naughty, cheeky, adult humor, couple"
515,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-weirdos,1,Wedding Gift Card,Weddings,Celebrate their forever with a gift that keeps giving.,https://thyaga0323.sirv.com/Images/voucher-products/wedding/11-front.png,wedding,"couple, newlyweds","funny, playful","wedding, marriage, weirdos, funny, quirky, couple, humor"
516,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-banana,1,Wedding Gift Card,Weddings,Celebrate their forever with a gift that keeps giving.,https://thyaga0323.sirv.com/Images/voucher-products/wedding/12-front.png,wedding,"couple, newlyweds","funny, naughty, playful","wedding, marriage, banana, funny, naughty, cheeky, adult humor, couple"
517,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-timeless,1,Wedding Gift Card,Weddings,Celebrate their forever with a gift that keeps giving.,https://thyaga0323.sirv.com/Images/voucher-products/wedding/13-front.png,wedding,"couple, newlyweds","warm, romantic","wedding, marriage, timeless, classic, elegant, love, couple"
519,"<p>Saying goodbye is never easy, but with Thyaga Voucher, you can make it memorable! </br>
Explore our farewell collection and give the gift of choice to your departing colleague or friend. 
From heartfelt messages to customise themes, our vouchers offer the perfect way to send them off with love and appreciation. Browse now and make their farewell truly special!</p>",farewell-5-MissYou,1,Farewell Gift Card,Farewell,"Parting is sweet, especially with a thoughtful Thyaga voucher.",https://thyaga0323.sirv.com/Images/voucher-products/farewell/05-front.png,farewell,"colleague, friend, co worker","emotional, sentimental","farewell, goodbye, miss you, leaving, departure, emotional, colleague"
522,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-couple-white,1,Wedding Gift Card,Weddings,Celebrate their forever with a gift that keeps giving.,https://thyaga0323.sirv.com/Images/voucher-products/wedding/14-front.png,wedding,"couple, newlyweds","warm, romantic","wedding, marriage, newlyweds, couple, white, elegant, love"
523,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-warmwishes,1,Wedding Gift Card,Weddings,Celebrate their forever with a gift that keeps giving.,https://thyaga0323.sirv.com/Images/voucher-products/wedding/15-front.png,wedding,"couple, newlyweds","warm, romantic","wedding, marriage, warm wishes, newlyweds, love, couple"
524,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-nextchapter,1,Wedding Gift Card,Weddings,Celebrate their forever with a gift that keeps giving.,https://thyaga0323.sirv.com/Images/voucher-products/wedding/16-front.png,wedding,"couple, newlyweds","warm, romantic","wedding, marriage, next chapter, newlyweds, love, couple, new beginning"
525,"<p>Get ready to celebrate love in style! Weddings are all about magical moments, shared dreams, and endless joy. <br>
With a customised Thyaga Voucher, you're offering the newlyweds the freedom to curate their perfect start to forever! Add your personal touch with a heartfelt message before sending it their way. 
Let the wedding festivities begin and the love story unfold!
</p>",wedding-oneplus,1,Wedding Gift Card,Weddings,Celebrate their forever with a gift that keeps giving.,https://thyaga0323.sirv.com/Images/voucher-products/wedding/17-front.png,wedding,"couple, newlyweds","funny, playful","wedding, marriage, one plus one, funny, couple, humor"
527,"<p>Get ready to sprinkle some birthday magic!<br>
Birthdays are all about love, laughter, and making wishes come true. With a Thyaga Voucher you're not just giving a gift - you're giving them the power to pick their own special surprise!<br>
Add a dash of personal touch with a heartfelt message before you send it off. </p>
",birthday-donkey,1,Birthday Gift Card,Birthday,"Birthdays made better with gifts they actually want, finally.",https://thyaga0323.sirv.com/Images/voucher-products/birthday/07-front.png,Birthday,"anyone, friend, sibling","funny, playful","birthday, donkey, funny, quirky, humor, birthday gift, playful"
528,"<p>Get ready to sprinkle some birthday magic!<br>
Birthdays are all about love, laughter, and making wishes come true. With a Thyaga Voucher you're not just giving a gift - you're giving them the power to pick their own special surprise!<br>
Add a dash of personal touch with a heartfelt message before you send it off. </p>
",birthday-rainbow,1,Birthday Gift Card,Birthday,"Birthdays made better with gifts they actually want, finally.",https://thyaga0323.sirv.com/Images/voucher-products/birthday/09-front.png,Birthday,anyone,"fun, upbeat","birthday, rainbow, celebrate, colorful, birthday magic, birthday gift"
530,"<p>Get ready to sprinkle some birthday magic!<br>
Birthdays are all about love, laughter, and making wishes come true. With a Thyaga Voucher you're not just giving a gift - you're giving them the power to pick their own special surprise!<br>
Add a dash of personal touch with a heartfelt message before you send it off. </p>
",Birthday-redvelvet,1,Birthday Gift Card,Birthday,"Birthdays made better with gifts they actually want, finally.",https://thyaga0323.sirv.com/Images/voucher-products/birthday/08-front.png,Birthday,anyone,"fun, upbeat","birthday, red velvet, celebrate, birthday magic, birthday gift"
531,"<p>Get ready to sprinkle some birthday magic!<br>
Birthdays are all about love, laughter, and making wishes come true. With a Thyaga Voucher you're not just giving a gift - you're giving them the power to pick their own special surprise!<br>
Add a dash of personal touch with a heartfelt message before you send it off. </p>
",Birthday-wine,1,Birthday Gift Card,Birthday,"Birthdays made better with gifts they actually want, finally.",https://thyaga0323.sirv.com/Images/voucher-products/birthday/10-front.png,Birthday,anyone,"fun, upbeat","birthday, wine, celebrate, adult birthday, birthday gift, cheers"
538,"The gift that always gets it right! <br>
Thyaga's multi-store gift voucher gives your loved ones the freedom to choose what they want, when they want it. One voucher, endless possibilities for every occasion.",multi-store-black,1,Multi-Store Gift Card,General,One voucher. Any occasion. All the freedom they'll love.,https://thyaga0323.sirv.com/Images/voucher-products/General/front-02.png,general,anyone,neutral,"any occasion, multi-store, freedom of choice, flexible gift, universal, black"
539,"The gift that always gets it right! <br>
Thyaga's multi-store gift voucher gives your loved ones the freedom to choose what they want, when they want it. One voucher, endless possibilities for every occasion.",multi-store-green,1,Multi-Store Gift Card,General,One voucher. Any occasion. All the freedom they'll love.,https://thyaga0323.sirv.com/Images/voucher-products/General/front-01.png,general,anyone,general,"any occasion, multi-store, freedom of choice, flexible gift, universal, green"
540,"<p>Thyaga multi-store gift voucher is the perfect gift for any occasion!</p>
Give your loved ones the gift of choice where they can use this Thyaga voucher to shop at over 150 merchants!",good_job_lightblue,1,Good Job Gift Card,Congratulations,"Whether it's a win or milestone, celebrate in style.",https://thyaga0323.sirv.com/Images/voucher-products/good_job/front-02.png,Congratulations,anyone,"fun, upbeat","good job, well done, congratulations, achievement, success, light blue"
589,"Big wins deserve bold congratulations. Gift ""Huge Congrats"" with a fun design and the freedom of choice through Thyaga. A great pick for workplace recognition, team milestones, or celebrating personal achievements in a meaningful way.",huge-congrats,1,Huge Congrats,\0,,https://thyaga0323.sirv.com/Images/voucher-products/congratulations/Front-3.png,congratulations,"colleague, anyone","bold, upbeat","huge congrats, congratulations, achievement, workplace recognition, milestone, well done"
590,"Send a cheerful Congrats"" and let them celebrate their achievement with something they truly love. A fun and thoughtful gift for proud moments,  happy wins and plenty of big smiles.""",congrats-red,1,Congrats,\0,,https://thyaga0323.sirv.com/Images/voucher-products/congratulations/Front-04.png,congratulations,anyone,"fun, upbeat","congrats, congratulations, achievement, proud moment, celebrate, well done"
591,"A playful design for someone who complements you perfectly. Gift You Are the Gin to My Tonic"" and let them celebrate your bond their way.""",gin-to-my-tonic,1,Sri Lankan Pick Up Line Gift Card,\0,,https://thyaga0323.sirv.com/Images/voucher-banners/sriLankanPickupLinesSeries/Front-02.png,"valentine's day, general","partner, friend","playful, funny","gin tonic, sri lankan pick up line, humor, couple, bond, friendship, playful"
597,"The gift that always gets it right! <br>
Thyaga's multi-store gift voucher gives your loved ones the freedom to choose what they want, when they want it. One voucher, endless possibilities for every occasion.",multi-store-orange,1,Multi-Store Gift Card,\0,,https://thyaga0323.sirv.com/Images/voucher-products/General/Front-03.png,general,anyone,neutral,"any occasion, multi-store, freedom of choice, flexible gift, universal, orange"
598,"<p>Celebrate the arrival of the newest bundle of joy with Thyaga Voucher! Our specially curated collection for newborns offers the perfect gift for the growing family. </br>
Whether it's baby gear or self-care indulgences for tired parents, our vouchers ensure everyone feels appreciated and cared for during this special time. Find the perfect gift to cherish these precious moments together!
Welcome the little one with love and happiness - explore our collection today!</p>",new-born-twins,1,New Born Gift Card,New Born,,https://thyaga0323.sirv.com/Images/voucher-products/newborn/front094.png,new born,"parents, family, twins","warm, celebratory","newborn, twins, baby shower, new arrival, parents, double joy, new baby"
